"date","health_board","lockdown_status","hosp_type","covid_status","count"
2020-07-21,"Cwm Taf University Health Board","No local lockdowns","All",NA,1255
2020-07-21,"Cwm Taf University Health Board","No local lockdowns","C19","All",48
2020-07-21,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-07-21,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-07-21,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",19
2020-07-21,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1207
2020-07-22,"Cwm Taf University Health Board","No local lockdowns","All",NA,1224
2020-07-22,"Cwm Taf University Health Board","No local lockdowns","C19","All",43
2020-07-22,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-07-22,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-07-22,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-07-22,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1181
2020-07-23,"Cwm Taf University Health Board","No local lockdowns","All",NA,1220
2020-07-23,"Cwm Taf University Health Board","No local lockdowns","C19","All",40
2020-07-23,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-07-23,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-07-23,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",10
2020-07-23,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1180
2020-07-24,"Cwm Taf University Health Board","No local lockdowns","All",NA,1199
2020-07-24,"Cwm Taf University Health Board","No local lockdowns","C19","All",51
2020-07-24,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-07-24,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-07-24,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",21
2020-07-24,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1148
2020-07-25,"Cwm Taf University Health Board","No local lockdowns","All",NA,1196
2020-07-25,"Cwm Taf University Health Board","No local lockdowns","C19","All",44
2020-07-25,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-07-25,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-07-25,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-07-25,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1152
2020-07-26,"Cwm Taf University Health Board","No local lockdowns","All",NA,1213
2020-07-26,"Cwm Taf University Health Board","No local lockdowns","C19","All",37
2020-07-26,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-07-26,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-07-26,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-07-26,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1176
2020-07-27,"Cwm Taf University Health Board","No local lockdowns","All",NA,1239
2020-07-27,"Cwm Taf University Health Board","No local lockdowns","C19","All",39
2020-07-27,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-07-27,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-07-27,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",10
2020-07-27,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1200
2020-07-28,"Cwm Taf University Health Board","No local lockdowns","All",NA,1226
2020-07-28,"Cwm Taf University Health Board","No local lockdowns","C19","All",40
2020-07-28,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-07-28,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-07-28,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-07-28,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1186
2020-07-29,"Cwm Taf University Health Board","No local lockdowns","All",NA,1219
2020-07-29,"Cwm Taf University Health Board","No local lockdowns","C19","All",49
2020-07-29,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-07-29,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",36
2020-07-29,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",13
2020-07-29,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1170
2020-07-30,"Cwm Taf University Health Board","No local lockdowns","All",NA,1202
2020-07-30,"Cwm Taf University Health Board","No local lockdowns","C19","All",48
2020-07-30,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-07-30,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",36
2020-07-30,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-07-30,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1154
2020-07-31,"Cwm Taf University Health Board","No local lockdowns","All",NA,1224
2020-07-31,"Cwm Taf University Health Board","No local lockdowns","C19","All",47
2020-07-31,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-07-31,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-07-31,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",18
2020-07-31,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1177
2020-08-01,"Cwm Taf University Health Board","No local lockdowns","All",NA,1217
2020-08-01,"Cwm Taf University Health Board","No local lockdowns","C19","All",46
2020-08-01,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-08-01,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-08-01,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-08-01,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1171
2020-08-02,"Cwm Taf University Health Board","No local lockdowns","All",NA,1218
2020-08-02,"Cwm Taf University Health Board","No local lockdowns","C19","All",47
2020-08-02,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-08-02,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-08-02,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",17
2020-08-02,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1171
2020-08-03,"Cwm Taf University Health Board","No local lockdowns","All",NA,1246
2020-08-03,"Cwm Taf University Health Board","No local lockdowns","C19","All",34
2020-08-03,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",2
2020-08-03,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-08-03,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",4
2020-08-03,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1212
2020-08-04,"Cwm Taf University Health Board","No local lockdowns","All",NA,1187
2020-08-04,"Cwm Taf University Health Board","No local lockdowns","C19","All",41
2020-08-04,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",3
2020-08-04,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-08-04,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",10
2020-08-04,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1146
2020-08-05,"Cwm Taf University Health Board","No local lockdowns","All",NA,1242
2020-08-05,"Cwm Taf University Health Board","No local lockdowns","C19","All",43
2020-08-05,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-08-05,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",28
2020-08-05,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-05,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1199
2020-08-06,"Cwm Taf University Health Board","No local lockdowns","All",NA,1212
2020-08-06,"Cwm Taf University Health Board","No local lockdowns","C19","All",42
2020-08-06,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-08-06,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",25
2020-08-06,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",12
2020-08-06,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1170
2020-08-07,"Cwm Taf University Health Board","No local lockdowns","All",NA,1212
2020-08-07,"Cwm Taf University Health Board","No local lockdowns","C19","All",44
2020-08-07,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-08-07,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",25
2020-08-07,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",13
2020-08-07,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1168
2020-08-08,"Cwm Taf University Health Board","No local lockdowns","All",NA,1226
2020-08-08,"Cwm Taf University Health Board","No local lockdowns","C19","All",37
2020-08-08,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-08-08,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",22
2020-08-08,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-08-08,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1189
2020-08-09,"Cwm Taf University Health Board","No local lockdowns","All",NA,1212
2020-08-09,"Cwm Taf University Health Board","No local lockdowns","C19","All",40
2020-08-09,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-08-09,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",22
2020-08-09,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",11
2020-08-09,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1172
2020-08-10,"Cwm Taf University Health Board","No local lockdowns","All",NA,1230
2020-08-10,"Cwm Taf University Health Board","No local lockdowns","C19","All",36
2020-08-10,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-08-10,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",22
2020-08-10,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-08-10,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1194
2020-08-11,"Cwm Taf University Health Board","No local lockdowns","All",NA,1263
2020-08-11,"Cwm Taf University Health Board","No local lockdowns","C19","All",40
2020-08-11,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-08-11,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",22
2020-08-11,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",12
2020-08-11,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1223
2020-08-12,"Cwm Taf University Health Board","No local lockdowns","All",NA,1206
2020-08-12,"Cwm Taf University Health Board","No local lockdowns","C19","All",43
2020-08-12,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-08-12,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",22
2020-08-12,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-08-12,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1163
2020-08-13,"Cwm Taf University Health Board","No local lockdowns","All",NA,1211
2020-08-13,"Cwm Taf University Health Board","No local lockdowns","C19","All",41
2020-08-13,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-08-13,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",23
2020-08-13,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",13
2020-08-13,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1170
2020-08-14,"Cwm Taf University Health Board","No local lockdowns","All",NA,1226
2020-08-14,"Cwm Taf University Health Board","No local lockdowns","C19","All",43
2020-08-14,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-08-14,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",23
2020-08-14,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-08-14,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1183
2020-08-15,"Cwm Taf University Health Board","No local lockdowns","All",NA,1258
2020-08-15,"Cwm Taf University Health Board","No local lockdowns","C19","All",44
2020-08-15,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-08-15,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",23
2020-08-15,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-08-15,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1214
2020-08-16,"Cwm Taf University Health Board","No local lockdowns","All",NA,1258
2020-08-16,"Cwm Taf University Health Board","No local lockdowns","C19","All",37
2020-08-16,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",6
2020-08-16,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",23
2020-08-16,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",8
2020-08-16,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1221
2020-08-17,"Cwm Taf University Health Board","No local lockdowns","All",NA,1287
2020-08-17,"Cwm Taf University Health Board","No local lockdowns","C19","All",43
2020-08-17,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-08-17,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",23
2020-08-17,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-08-17,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1244
2020-08-18,"Cwm Taf University Health Board","No local lockdowns","All",NA,1277
2020-08-18,"Cwm Taf University Health Board","No local lockdowns","C19","All",47
2020-08-18,"Cwm Taf University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-08-18,"Cwm Taf University Health Board","No local lockdowns","C19_Rec","Recovering",23
2020-08-18,"Cwm Taf University Health Board","No local lockdowns","C19_Sus","Suspected",19
2020-08-18,"Cwm Taf University Health Board","No local lockdowns","NonC19",NA,1230
2020-08-19,"Cwm Taf University Health Board","No local lockdowns","All",NA,1244
